Incident_Nr,Arrest_Date,Officer,Officer_Last_Name,Officer_Badge_Id,Arrest_Nr,Age,Gender,Race,Charge
180000037307-001,6/17/2018,,,,C18001067837,35,Male,White,Theft < $100
180000037308-001,6/17/2018,Bennett 13023,Bennett,13023,A18000100325,25,Male,White,Public Intoxication - Other Substance
180000037308-002,6/17/2018,C. Cormier 485/11898,Cormier,11898,A18000100324,25,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000037318-001,6/17/2018,T Davidson 12617/#468,Davidson,12617,A18000100326,33,Male,White,DRIVING WHILE INTOXICATED
180000037327-001,6/17/2018,Cyrus    12833,Cyrus,12833,A18000100327,25,Female,White,
180000037327-002,6/17/2018,,,,C18001063775,29,Male,White,
180000037352-001,6/17/2018,Gibson 12521,Gibson,12521,A18000100328,25,Male,White,
180000037416-001,6/17/2018,SCOTT 11908,Scott,11908,A18000100329,36,Male,White,
180000037467-001,6/17/2018,Swillinger 13213,Swillinger,13213,A18000100330,56,Male,White,
180000037473-001,6/17/2018,H. Salinas 462/12090,Salinas,12090,A18000100331,22,Male,White,Assault Physical Contact
180000037500-001,6/17/2018,Tureaud #12967,Tureaud,12967,A18000100333,40,Female,White,POSS DANGEROUS DRUG
180000037500-002,6/17/2018,Tureaud #12967,Tureaud,12967,A18000100334,31,Female,White,
180000037503-001,6/18/2018,Cyrus    12833,Cyrus,12833,A18000100335,26,Male,White,Duty On Striking Fixture/hwy Landscape>=
180000037503-002,6/17/2018,T Davidson      12617,Davidson,12617,A18000100336,33,Male,White,Public Intoxication - Other Substance
180000037507-001,6/17/2018,D. Anderson #13226,Anderson,13226,A18000100337,33,Male,White,Public Intoxication - Other Substance
180000037509-001,6/18/2018,N. Kennedy-13227,Kennedy,13227,A18000100338,47,Male,Black,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
180000037530-001,6/18/2018,T Davidson 12617/#468,Davidson,12617,A18000100339,37,Male,White,Interfer W/emergency Req For Assistance
180000037607-001,6/18/2018,,,,C18000002077,35,Male,White,POSS MARIJ <2OZ
180000037657-001,6/18/2018,Dehkordi 13217,Dehkordi,13217,A18000100340,34,Male,Black,POSS MARIJ <2OZ
180000037716-001,6/18/2018,Dehkordi 13217,Dehkordi,13217,A18000100341,34,Male,Black,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV C
180000037726-001,6/19/2018,Melendrez 13301,Melendrez,13301,A18000100342,24,Female,White,POSS MARIJ <2OZ
180000037729-001,6/19/2018,C Van Eeden 471/13215,Van Eeden,13215,A18000100343,34,Male,White,DRIVING WHILE INTOXICATED
180000037734-001,6/19/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100344,24,Male,Black,Unl Carrying Weapon
180000037740-001,6/19/2018,C. Tankersley #200/12074,Tankersley,12074,A18000100345,52,Female,White,Driving While Intoxicated 2nd
180000037747-001,6/19/2018,Wisener 12586,Wisener,12586,A18000100346,22,Male,White,
180000037766-001,6/19/2018,Crook #470/11910,Crook,11910,A18000100347,48,Female,White,
180000037846-001,6/19/2018,R.Melendrez 405/13301,Melendrez,13301,A18000100348,58,Male,White,Public Intoxication - Other Substance
180000037880-001,6/19/2018,Dehkordi 13217,Dehkordi,13217,A18000100349,28,Male,Black,
180000037910-001,6/19/2018,Germer 13220,Germer,13220,A18000100350,61,Male,White,Tamper/fabricate Phys Evid W/intent To I
180000037916-001,6/19/2018,,,,C18001075326,20,Male,White,
180000037920-001,6/20/2018,L. Murphy,Murphy,,A18000100351,43,Male,White,Driving While Intoxicated 2nd
180000037936-001,6/20/2018,J. Cormier 310/11509,Cormier,11509,A18000100352,24,Male,Black,Public Intoxication - Other Substance
180000037936-002,6/20/2018,J. Cormier 310/11509,Cormier,11509,A18000100353,23,Male,White,Public Intoxication - Other Substance
180000037942-001,6/20/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100354,25,Male,White,DRIVING WHILE INTOXICATED
180000037953-001,6/20/2018,CYRUS     12833,Cyrus,12833,A18000100355,46,Male,Black,CRIMINAL TRESPASS
180000038052-001,6/20/2018,Mendoza 435,Mendoza,,A18000100356,42,Male,White,MAN DEL CS PG 2 OR 2-A >=4G<400G
180000038052-002,6/20/2018,Mendoza 435,Mendoza,,A18000100357,39,Female,White,MAN DEL CS PG 2 OR 2-A >=4G<400G
180000038100-001,6/21/2018,Duckworth 12478,Duckworth,12478,A18000100358,35,Male,White,CRIM TRESPASS HABIT/SHLTR/SUPRFUND/INFST
180000038100-002,6/21/2018,Tureaud #12967,Tureaud,12967,A18000100359,29,Female,White,Theft Of Material Alum/brnz/copper/brass
180000038107-001,6/21/2018,B. Swillinger 13213,Swillinger,13213,A18000100369,29,Male,White,Unlawful Restraint:expose To Sbi
180000038118-001,6/21/2018,Pierce #12683,Pierce,12683,A18000100360,46,Male,Black,CRIMINAL TRESPASS
180000038131-001,6/21/2018,D. Anderson #13226,Anderson,13226,A18000100361,23,Male,White,Public Intoxication - Other Substance
180000038208-001,6/21/2018,Scott 11908,Scott,11908,A18000100368,49,Male,White,INDECENT EXPOSURE
180000038258-001,6/21/2018,Beller 11288,Beller,11288,A18000100370,27,Male,White,Public Intoxication - Other Substance
180000038273-001,6/21/2018,Tureaud #12967,Tureaud,12967,A18000100371,25,Male,White,
180000038303-001,6/21/2018,Mendoza 435,Mendoza,,A18000100372,22,Male,White,AGG ASSAULT CAUSES SERIOUS BODILY INJ
180000038351-001,6/21/2018,,,,C18001073164,22,Female,White,
180000038351-002,6/21/2018,,,,C18001073165,21,Female,White,
180000038366-001,6/22/2018,T Davidson 12617/#468,Davidson,12617,A18000100373,22,Male,White,
180000038366-002,6/22/2018,T Davidson 12617/#468,Davidson,12617,A18000100374,33,Male,Black,POSS CS PG 1 <1G
180000038367-001,6/22/2018,C. Cormier 485/11898,Cormier,11898,A18000100375,34,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000038376-001,6/22/2018,Bennett 13023,Bennett,13023,A18000100376,30,Male,White,DRIVING WHILE INTOXICATED 2ND
180000038387-001,6/22/2018,D. Anderson #13226,Anderson,13226,A18000100377,25,Male,Black,DRIVING WHILE INTOXICATED
180000038392-001,6/22/2018,Mendoza 435,Mendoza,,A18000100378,34,Male,Black,POSS MARIJ <2OZ
180000038392-002,6/22/2018,Mendoza 435,Mendoza,,A18000100379,33,Male,White,POSS MARIJ <2OZ
180000038405-001,6/22/2018,C. Cormier 485/11898,Cormier,11898,A18000100380,28,Female,White,Public Intoxication - Other Substance
180000038503-001,6/23/2018,B. Colburn,Colburn,,A18000100381,21,Male,White,Public Intoxication - Other Substance
180000038578-001,6/22/2018,R. Melendrez #405/13301,Melendrez,13301,A18000100382,50,Female,White,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
180000038642-001,6/23/2018,Seals 12747/480,Seals,12747,A18000100383,22,Male,White,
180000038644-001,6/23/2018,,,,C18001076319,22,Male,White,
180000038662-001,6/23/2018,Cyril Van Eeden,Van Eeden,,A18000100384,35,Male,White,DRIVING WHILE INTOXICATED
180000038672-001,6/23/2018,Tureaud #12967,Tureaud,12967,A18000100385,34,Male,White,
180000038676-001,6/23/2018,Dehkordi 13217,Dehkordi,13217,A18000100386,28,Male,White,"Criminal Mischief >=$750<$2,500"
180000038682-001,6/23/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100387,22,Male,Black,Public Intoxication - Other Substance
180000038772-001,6/23/2018,Verver 11935,Verver,11935,A18000100388,52,Male,White,
180000038785-001,6/23/2018,11782,Grice,11782,A18000100390,21,Male,White,POSS MARIJ <2OZ
180000038785-002,6/23/2018,R. Grice 11782,Grice,11782,A18000100389,21,Male,White,POSS MARIJ <2OZ
180000038800-001,6/23/2018,,,,C18001067383,23,Male,Black,Theft < $100
180000038821-001,6/23/2018,Swillinger 13213,Swillinger,13213,A18000100391,25,Female,White,Assault - Threaten
180000038886-001,6/23/2018,Germer 13220,Germer,13220,A18000100403,25,Male,White,DRIVING WHILE INTOXICATED
180000038897-001,6/23/2018,Cope/459/12618,Cope,12618,A18000100393,30,Male,White,Public Intoxication - Other Substance
180000038898-001,6/23/2018,Wisener 12586,Wisener,12586,A18000100392,37,Male,White,
180000038915-001,6/24/2018,Dehkordi 13217,Dehkordi,13217,A18000100394,41,Male,White,POSS CS PG 1 >=1G<4G
180000038931-001,6/24/2018,,,,C18001055955,19,Male,White,
180000038931-002,6/24/2018,,,,C18001053312,16,Male,White,
180000038937-001,6/24/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100395,31,Male,White,
180000038940-001,6/24/2018,R. Melendrez #405,Melendrez,,A18000100396,33,Female,White,Public Intoxication - Other Substance
180000038951-001,6/24/2018,Wisener 12586,Wisener,12586,A18000100397,29,Male,White,Driving While Intoxicated 2nd
180000038953-001,6/24/2018,Van Eeden 13215,Van Eeden,13215,A18000100398,25,Female,White,Drove Wrong Way On One-Way Roadway
180000039016-001,6/24/2018,,,,C18001071317,34,Male,Black,Theft < $100
180000039056-001,6/24/2018,Van Eeden 13215,Van Eeden,13215,A18000100399,31,Female,White,POSS CS PG 2 >= 4G<400G
180000039069-001,6/24/2018,McGee 12964,Mcgee,12964,A18000100401,33,Female,White,POSS CS PG 1 >=1G<4G
180000039069-002,6/24/2018,McGee 12964,Mcgee,12964,A18000100400,23,Male,White,POSS CS PG 3 < 28G
180000039097-001,7/9/2018,Ames,Ames,,C18001060107,21,Male,White,Theft < $100
180000039102-001,6/24/2018,Tureaud #12967,Tureaud,12967,A18000100402,21,Male,White,
180000039154-001,6/25/2018,C. GERMER,Germer,,A18000100404,38,Female,White,POSS CS PG 1 >=1G<4G
180000039186-001,6/25/2018,Beller 11288,Beller,11288,A18000100405,23,Female,White,Fail To Identify Fugitive Intent Give Fa
180000039218-001,6/25/2018,Gibson 12521,Gibson,12521,A18000100406,36,Female,White,
180000039245-001,6/25/2018,Charleswell 11125,Charleswell,11125,A18000100407,39,Male,White,
180000039264-001,6/25/2018,Mendoza 435,Mendoza,,A18000100408,57,Male,White,DRIVING WHILE INTOXICATED
180000039281-001,6/25/2018,Bennett 13023,Bennett,13023,A18000100409,58,Male,White,
180000039289-001,6/25/2018,P Stephens 11838,Stephens,11838,A18000100410,64,Male,White,
180000039319-001,6/25/2018,Tureaud #12967,Tureaud,12967,A18000100411,30,Male,Black,EVADING ARREST DETENTION
180000039390-001,6/26/2018,Everette 13214,Everette,13214,A18000100412,53,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000039484-001,6/26/2018,,,,C18001076513,37,Male,White,Fail to ID
180000039497-001,6/26/2018,Bennett 13023,Bennett,13023,A18000100413,28,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000039529-001,6/26/2018,,,,A18000100414,29,Male,White,
180000039541-001,6/27/2018,Mendoza 435,Mendoza,,A18000100415,25,Male,White,Assault By Contact
180000039559-001,6/27/2018,J Cormier 11509,Cormier,11509,A18000100416,27,Male,White,Public Intoxication - Other Substance
180000039568-001,6/27/2018,D. Anderson #13226,Anderson,13226,A18000100417,38,Male,White,Public Intoxication - Other Substance
180000039574-001,6/27/2018,Bennett 13023,Bennett,13023,A18000100419,21,Female,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000039575-001,6/27/2018,P Stephens 11838,Stephens,11838,A18000100418,26,Male,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000039764-001,6/27/2018,R. Melendrez,Melendrez,,A18000100420,19,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000039795-001,6/27/2018,R. Melendrez #405,Melendrez,,A18000100421,21,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000039801-001,6/27/2018,Osborne 12620,Osborne,12620,A18000100422,19,Male,White,POSS MARIJ <2OZ
180000039808-001,6/27/2018,Van Eeden 13215,Van Eeden,13215,A18000100423,47,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000039840-001,6/28/2018,Germer 13220,Germer,13220,A18000100424,25,Male,White,DRIVING WHILE INTOXICATED
180000039844-001,6/28/2018,Pierce #12683,Pierce,12683,A18000100425,34,Male,White,Viol Bond/protective Order
180000039886-001,6/28/2018,,,,C18001077134,31,Female,White,
180000039987-001,6/28/2018,Swillinger 13213,Swillinger,13213,,39,Female,White,Theft Prop >=$100<$750
180000039999-001,6/28/2018,Cope/459,Cope,,A18000100427,55,Male,White,Theft Prop >=$100<$750
180000040011-001,6/28/2018,,,,C18001055958,42,Male,White,
180000040054-001,6/29/2018,,,,C18001063077,25,Male,White,
180000040055-001,6/29/2018,Dehkordi 13217,Dehkordi,13217,A18000100428,23,Female,White,POSS CS PG 1 <1G
180000040055-002,6/29/2018,Dehkordi 13217,Dehkordi,13217,,25,Female,White,POSS CS PG 1 <1G
180000040079-001,6/29/2018,C. Germer,Germer,,A18000100430,27,Male,White,
180000040093-001,6/29/2018,Everette 13214,Everette,13214,A18000100431,49,Male,White,
180000040139-001,6/29/2018,Beller 11288,Beller,11288,A18000100432,45,Female,Black,RESIST ARREST SEARCH OR TRANSPORT
180000040218-001,6/29/2018,P Stephens 11838,Stephens,11838,A18000100434,36,Male,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000040249-001,6/29/2018,P Stephens 11838,Stephens,11838,A18000100435,53,Male,White,Agg Assault Date/family/house W/weapon
180000040251-001,6/29/2018,N. Kennedy / 13227,Kennedy,13227,A18000100436,38,Male,White,
180000040255-001,6/29/2018,D. Anderson #13226,Anderson,13226,A18000100437,58,Male,White,DRIVING WHILE INTOXICATED
180000040291-001,6/30/2018,J Cormier 11509,Cormier,11509,A18000100440,30,Male,White,Theft < $100
180000040292-001,6/30/2018,Royal-12585,Royal,12585,A18000100438,49,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000040293-001,6/30/2018,T. Saavedra #10467,Saavedra,10467,A18000100439,26,Male,White,Reckless Driving
180000040319-001,6/30/2018,Charleswell 11125,Charleswell,11125,A18000100441,46,Female,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000040351-001,6/30/2018,Everette 13214,Everette,13214,A18000100442,45,Male,White,POSS USE INHALE/INGEST VOLATILE CHEM
180000040361-001,6/30/2018,Charleswell 11125,Charleswell,11125,A18000100443,29,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000040403-001,6/30/2018,Pierce #12683,Pierce,12683,A18000100444,22,Male,Black,
180000040413-001,6/30/2018,Scott 11908,Scott,11908,A18000100445,34,Male,Black,
180000040413-002,6/30/2018,Scott 11908,Scott,11908,A180004016,28,Male,White,
180000040439-001,6/30/2018,Gibson 12521,Gibson,12521,A18000100447,29,Female,White,
180000040499-001,6/30/2018,Van Eeden 13215,Van Eeden,13215,A18000100448,28,Male,White,Public Intoxication - Other Substance
180000040502-001,6/30/2018,,,,C18001054953,18,Male,White,Theft < $100
180000040514-001,6/30/2018,B. Colburn,Colburn,,A18000400449,28,Female,White,POSS CS PG 2 < 1G
180000040537-001,6/30/2018,Tureaud #12967,Tureaud,12967,A18000100450,25,Male,White,DRIVING WHILE INTOXICATED
180000040538-001,6/30/2018,Mendoza 435,Mendoza,,A18000100451,25,Male,White,DRIVING WHILE INTOXICATED
180000040572-001,6/30/2018,P Stephens 11838,Stephens,11838,A18000100452,44,Male,White,Assault Physical Contact
180000040583-001,6/30/2018,B. Colburn,Colburn,,A18000100453,38,Male,White,
180000040610-001,7/1/2018,Bennett 13023,Bennett,13023,A18000100454,55,Male,White,Public Intoxication - Other Substance
180000040618-001,7/1/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100455,25,Female,White,Public Intoxication - Other Substance
180000040643-001,7/1/2018,,,,C18001076517,19,Female,White,
180000040654-001,7/1/2018,Contreras 12772,Contreras,12772,A18000100456,30,Male,White,Public Intoxication - Other Substance
180000040781-001,7/1/2018,Charleswell 11125,Charleswell,11125,A18000100457,47,Male,Black,Theft < $100
180000040815-001,7/1/2018,P Stephens 1838,Stephens,,A18000100458,24,Male,White,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
180000040821-001,7/1/2018,Van Eeden 13215,Van Eeden,13215,A18000100459,19,Male,White,POSS MARIJ <2OZ
180000040825-001,7/1/2018,J Cormier 11509,Cormier,11509,A18000100460,20,Male,Black,Accident Involving Damage To Vehicle>=$2
180000040840-001,7/1/2018,Mendoza 435,Mendoza,,A18000100461,34,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000040849-001,7/1/2018,D. Anderson #13226,Anderson,13226,A18000100462,25,Female,White,
180000040861-001,7/1/2018,D. Anderson #13226,Anderson,13226,A18000100463,24,Female,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000040867-001,7/2/2018,Van Eeden 13215,Van Eeden,13215,A18000100464,27,Female,White,
180000040893-001,7/2/2018,C. Cormier 485/11898,Cormier,11898,A18000100465,31,Male,White,Public Intoxication - Other Substance
180000040955-001,7/2/2018,,,,A18000100466,57,Male,Black,Theft Prop >=$100<$750
180000040964-001,7/2/2018,Sembera 11295,Sembera,11295,A18000100467,32,Female,White,Theft Prop >=$100<$750
180000041001-001,7/2/2018,Duckworth 12478,Duckworth,12478,A18000100468,43,Male,White,
180000041051-001,7/2/2018,McGee 12964,Mcgee,12964,A18000100469,53,Male,Black,
180000041065-001,7/2/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100470,43,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000041103-001,7/3/2018,Swillinger 13213,Swillinger,13213,A18000100471,32,Male,White,
180000041137-001,7/3/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100472,46,Male,White,
180000041179-001,7/3/2018,Verver 11935,Verver,11935,A18000100475,27,Male,White,ASSAULT BI FAM/HOUSE MEM 2+ W/IN 12 MONT
180000041259-001,7/3/2018,13213,Swillinger,13213,A18000100477,47,Male,White,CRIMINAL TRESPASS
180000041265-001,7/3/2018,Cope/459/12618,Cope,12618,A18000100474,32,Male,White,
180000041276-001,7/3/2018,V. Fischer 12311,Fischer,12311,A18000100476,23,Male,White,"Theft Prop >=$750<$2,500"
180000041325-001,7/3/2018,C. Cormier 485/11898,Cormier,11898,A18000100473,21,Male,Black,POSS CS PG 2 < 1G
180000041329-001,7/3/2018,,,,C18001076519,19,Male,White,
180000041329-002,7/3/2018,,,,C18001064381,19,Male,White,
180000041358-001,7/4/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100483,29,Male,White,MAN DEL CS PG 1 >=4G<200G
180000041358-002,7/4/2018,J. Cormier,Cormier,,A18000100484,29,Male,White,POSS CS PG 1 <1G
180000041360-001,7/4/2018,Gonzlaes 12911,Gonzales,12911,A18000100486,36,Female,White,
180000041373-001,7/4/2018,T. Saavedra #10467,Saavedra,10467,A18000100478,36,Female,White,
180000041374-001,7/4/2018,C. Germer #401,Germer,,A18000100481,38,Male,White,
180000041382-001,7/4/2018,Pierce #12683,Pierce,12683,A18000100493,24,Male,Black,Public Intoxication - Other Substance
180000041382-002,7/4/2018,Pierce #12683,Pierce,12683,A18000100485,23,Male,Black,Public Intoxication - Other Substance
180000041411-001,7/4/2018,Everette 13214,Everette,13214,A18000100488,19,Female,White,UNAUTH USE OF VEHICLE
180000041411-002,7/4/2018,Everette 13214,Everette,13214,A18000100487,24,Male,White,CRIMINAL TRESPASS
180000041411-003,7/4/2018,Everette 13214,Everette,13214,A18000100495,22,Female,White,CRIMINAL TRESPASS
180000041433-001,7/4/2018,Dehkordi 13217,Dehkordi,13217,A18000100496,31,Male,Black,
180000041513-001,7/4/2018,Charleswell 11125,Charleswell,11125,A18000100490,43,Female,White,
180000041516-001,7/4/2018,Dehkordi 13217,Dehkordi,13217,A18000100480,39,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000041537-001,7/4/2018,Mendoza 435,Mendoza,,A18000100491,29,Female,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000041565-001,7/4/2018,Van Eeden 13215,Van Eeden,13215,A18000100479,26,Female,White,DRIVING WHILE INTOXICATED
180000041634-001,7/4/2018,D. Anderson #13226,Anderson,13226,A18000100489,59,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000041635-001,7/5/2018,Bennett 13023,Bennett,13023,A18000100500,27,Male,White,MAN DEL CS PG 1 >=4G<200G
180000041635-002,7/5/2018,Bennett 13023,Bennett,13023,A18000100501,21,Female,White,MAN DEL CS PG 1 >=4G<200G
180000041638-001,7/4/2018,C. Tankersley #200/12074,Tankersley,12074,A18000100494,33,Female,White,
180000041638-002,7/4/2018,C. Tankersley #200/12074,Tankersley,12074,A18000100482,39,Male,White,
180000041648-001,7/4/2018,C. Cormier 485/11898,Cormier,11898,A18000100492,31,Male,White,Public Intoxication - Other Substance
180000041654-001,7/5/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100499,29,Male,White,
180000041654-002,7/5/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100498,32,Male,White,
180000041685-001,7/5/2018,CYRUS    12833,Cyrus,12833,A18000100497,23,Male,White,Public Intoxication - Other Substance
180000041701-001,7/5/2018,D. Anderson #13226,Anderson,13226,A18000100502,35,Male,Black,POSS MARIJ <2OZ
180000041835-001,7/5/2018,Van Eeden 13215,Van Eeden,13215,A18000100503,34,Female,White,Theft Prop <$100 W/prev Convic
180000041847-001,7/5/2018,Tureaud #12967,Tureaud,12967,A18000100506,23,Male,White,Assault Physical Contact
180000041919-001,7/6/2018,D. Anderson #13226,Anderson,13226,A18000100508,22,Male,Black,POSS MARIJ <2OZ
180000041919-002,7/6/2018,D. Anderson #13226,Anderson,13226,A18000100505,20,Male,Black,POSS MARIJ <2OZ
180000041919-003,7/6/2018,Mcgee,Mcgee,,C18001067387,19,Female,White,
180000041919-004,8/29/2018,Seals 12747/480,Seals,12747,A18000100931,20,Male,Black,EVADING ARREST DETENTION
180000041920-001,7/6/2018,Bennett 13023,Bennett,13023,A18000100510,23,Female,White,Public Intoxication - Other Substance
180000041931-001,7/6/2018,Wooten 12966/473,Wooten,12966,A18000100504,23,Male,White,POSS CS PG 1 <1G
180000041931-002,7/6/2018,Wooten 12966/473,Wooten,12966,A18000100509,23,Female,White,POSS CS PG 3 < 28G
180000041936-001,7/6/2018,N. Kennedy 13327,Kennedy,13327,A18000100507,24,Male,White,Public Intoxication - Other Substance
180000042003-001,7/6/2018,Duckworth 12478,Duckworth,12478,A18000100511,40,Male,Black,Assault By Contact
180000042038-001,7/6/2018,Mcgee,Mcgee,,C18001067388,22,Female,White,Theft < $100
180000042083-001,7/6/2018,,,,A18000100512,28,Male,White,
180000042109-001,7/6/2018,Pierce,Pierce,,C18001075343,28,Male,White,
180000042142-001,7/7/2018,C. Germer,Germer,,A18000100518,40,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE
180000042145-001,7/7/2018,JCormier 11509,Cormier,11509,A18000100516,22,Male,White,POSS MARIJ <2OZ
180000042159-001,7/7/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100514,28,Male,White,
180000042165-001,7/7/2018,R. Melendrez,Melendrez,,A18000100513,23,Female,White,DRIVING WHILE INTOXICATED
180000042171-001,7/7/2018,,,,C18001073769,23,Male,White,
180000042176-001,7/7/2018,Swillinger 13213,Swillinger,13213,A18000100515,23,Male,White,DRIVING WHILE INTOXICATED
180000042187-001,7/7/2018,Pierce #12683,Pierce,12683,A18000100521,27,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000042276-001,7/7/2018,Sembera,Sembera,,C18001071754,33,Male,White,Theft < $100
180000042281-001,7/7/2018,Sparenberg,Sparenberg,,C18001061724,25,Male,White,Theft < $100
180000042309-001,7/7/2018,Cormier,Cormier,,C18001069539,20,Female,Black,Theft < $100
180000042327-001,7/7/2018,R. Melendrez #405,Melendrez,,A18000100517,24,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000042357-001,7/7/2018,Alvarado,Alvarado,,C18001055478,24,Female,White,
180000042363-001,7/7/2018,JCormier 11509,Cormier,11509,A18000100519,22,Male,White,POSS CS PG 1 <1G
180000042363-002,7/7/2018,JCormier 11509,Cormier,11509,A18000100522,24,Female,White,POSS CS PG 1 <1G
180000042363-003,7/7/2018,JCormier 11509,Cormier,11509,A18000100520,22,Female,White,POSS CS PG 1 <1G
180000042389-001,7/8/2018,T. Saavedra #10467,Saavedra,10467,A18000100530,29,Male,Black,
180000042391-001,7/8/2018,Murphy 13196,Murphy,13196,A18000100532,60,Male,White,Driving While Intoxicated 2nd
180000042394-001,7/8/2018,R. Melendrez,Melendrez,,A18000100523,34,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000042398-001,7/8/2018,JCormier 11509,Cormier,11509,A18000100529,25,Male,White,DOC - Noise Unreasonable
180000042399-001,7/8/2018,McGee 12964,Mcgee,12964,A18000100524,22,Male,White,POSS CS PG 2 >= 1G<4G
180000042399-002,7/8/2018,McGee #12964,Mcgee,12964,A18000100527,21,Female,White,POSS MARIJ <2OZ
180000042407-001,7/8/2018,C. Germer,Germer,,A18000100528,36,Male,White,Public Intoxication - Other Substance
180000042417-001,7/8/2018,Cope/459/12618,Cope,12618,A18000100526,34,Male,White,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
180000042420-001,7/8/2018,Pierce #12683,Pierce,12683,A18000100531,22,Male,White,Driving Under Influence -Minor
180000042423-001,7/8/2018,Gonzales 12911,Gonzales,12911,A18000100525,23,Male,White,Public Intoxication - Other Substance
180000042426-001,7/17/2018,R. Melendrez #405/13301,Melendrez,13301,A18000100608,20,Male,White,BURGLARY OF HABITATION
180000042637-001,7/9/2018,Gonzales 12911,Gonzales,12911,A18000100533,37,Male,White,
180000042783-001,7/9/2018,Mendoza 435,Mendoza,,A18000100535,25,Female,White,DRIVING WHILE INTOXICATED
180000042795-001,7/9/2018,Nevarez,Nevarez,,A18000100534,38,Male,White,
180000042796-001,7/9/2018,Van Eeden,Van Eeden,,A18000100536,23,Male,White,Public Intoxication - Other Substance
180000042868-001,7/10/2018,Cyrus    12833,Cyrus,12833,A18000100537,49,Female,White,
180000042924-001,7/10/2018,Charleswell 11125,Charleswell,11125,A18000100538,31,Male,White,
180000042968-001,7/10/2018,Gibson 12521,Gibson,12521,A18000100539,51,Male,White,
180000042975-001,7/10/2018,Charleswell 11125,Charleswell,11125,A18000100542,31,Male,Black,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV C
180000043064-001,7/10/2018,,,,C18001064520,22,Male,White,Theft < $100
180000043064-002,7/10/2018,,,,C18001064521,23,Male,White,Theft < $100
180000043073-001,7/10/2018,Tureaud #12967,Tureaud,12967,A18000100540,19,Male,White,
180000043099-001,7/10/2018,Contreras 12772,Contreras,12772,A18000100543,49,Female,White,
180000043108-001,7/10/2018,11931,Ames,11931,A18000100541,23,Male,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000043114-001,7/11/2018,Tureaud #12967,Tureaud,12967,A18000100545,37,Female,White,
180000043137-001,7/11/2018,D. Anderson #13226,Anderson,13226,A18000100544,24,Male,Black,MAN DEL CS PG 1 >=1G<4G
180000043232-001,7/11/2018,Verver 11935,Verver,11935,A18000100547,35,Male,White,Assault Physical Contact
180000043237-001,7/11/2018,Crook #470/11910,Crook,11910,A18000100548,35,Male,White,
180000043291-001,7/11/2018,McGee 12964,Mcgee,12964,A18000100549,23,Male,Black,POSS CS PG 1 <1G
180000043350-001,7/11/2018,Osborne 12620,Osborne,12620,A18000100546,42,Male,White,POSS CS PG 1 >=1G<4G
180000043353-001,7/12/2018,C. Germer,Germer,,A18000100550,27,Male,White,Reckless Driving
